ANO;ESTADO;CÓDIGO IBGE;Municípios;Vendas
2012;Acre ;1200013;ACRELANDIA;2159000
2012;Acre ;1200054;ASSIS BRASIL;270000
2012;Acre ;1200104;BRASILEIA;2690000
2012;Acre ;1200179;CAPIXABA;1698500
2012;Acre ;1200203;CRUZEIRO DO SUL;12422000
2012;Acre ;1200252;EPITACIOLANDIA;2625000
2012;Acre ;1200302;FEIJO;1425000
2012;Acre ;1200328;JORDAO;50000
2012;Acre ;1200336;MANCIO LIMA;1181000
2012;Acre ;1200344;MANOEL URBANO;696000
2012;Acre ;1200351;MARECHAL THAUMATURGO;435000
2012;Acre ;1200385;PLACIDO DE CASTRO;1307000
2012;Acre ;1200807;PORTO ACRE;2641000
2012;Acre ;1200393;PORTO WALTER;335000
2012;Acre ;1200401;RIO BRANCO;76742250
2012;Acre ;1200427;RODRIGUES ALVES;475000
2012;Acre ;1200435;SANTA ROSA;20000
2012;Acre ;1200500;SENA MADUREIRA;3741000
2012;Acre ;1200450;SENADOR GUIOMARD;4279000
2012;Acre ;1200609;TARAUACA;2680000
2012;Acre ;1200708;XAPURI;1020000
2012;Alagoas ;2700102;AGUA BRANCA;1210500
2012;Alagoas ;2700201;ANADIA;670000
2012;Alagoas ;2700300;ARAPIRACA;39825500
2012;Alagoas ;2700409;ATALAIA;4480000
2012;Alagoas ;2700508;BARRA DE SANTO ANTONIO;781000
2012;Alagoas ;2700607;BARRA DE SAO MIGUEL;2929500
2012;Alagoas ;2700706;BATALHA;2031000
2012;Alagoas ;2700805;BELEM;485000
2012;Alagoas ;2701001;BOCA DA MATA;1707000
2012;Alagoas ;2701100;BRANQUINHA;186500
2012;Alagoas ;2701209;CACIMBINHAS;781000
2012;Alagoas ;2701308;CAJUEIRO;1247000
2012;Alagoas ;2701357;CAMPESTRE;520000
2012;Alagoas ;2701407;CAMPO ALEGRE;1752000
2012;Alagoas ;2701506;CAMPO GRANDE;707000
2012;Alagoas ;2701605;CANAPI;775000
2012;Alagoas ;2701704;CAPELA;604000
2012;Alagoas ;2701803;CARNEIROS;525000
2012;Alagoas ;2701902;CHA PRETA;124500
2012;Alagoas ;2702009;COITE DO NOIA;855000
2012;Alagoas ;2702108;COLONIA LEOPOLDINA;510000
2012;Alagoas ;2702306;CORURIPE;4158000
2012;Alagoas ;2702355;CRAIBAS;1765000
2012;Alagoas ;2702405;DELMIRO GOUVEIA;5423751
2012;Alagoas ;2702504;DOIS RIACHOS;688500
2012;Alagoas ;2702553;ESTRELA DE ALAGOAS;470000
2012;Alagoas ;2702603;FEIRA GRANDE;755000
2012;Alagoas ;2702702;FELIZ DESERTO;707500
2012;Alagoas ;2702801;FLEXEIRAS;90000
2012;Alagoas ;2702900;GIRAU DO PONCIANO;2282500
2012;Alagoas ;2703007;IBATEGUARA;694500
2012;Alagoas ;2703106;IGACI;1607000
2012;Alagoas ;2703205;IGREJA NOVA;222500
2012;Alagoas ;2703304;INHAPI;1450000
2012;Alagoas ;2703403;JACARE DOS HOMENS;160000
2012;Alagoas ;2703502;JACUIPE;306000
2012;Alagoas ;2703601;JAPARATINGA;603000
2012;Alagoas ;2703700;JARAMATAIA;190000
2012;Alagoas ;2703759;JEQUIA DA PRAIA;680000
2012;Alagoas ;2703809;JOAQUIM GOMES;672500
2012;Alagoas ;2704005;JUNQUEIRO;1955000
2012;Alagoas ;2704104;LAGOA DA CANOA;884000
2012;Alagoas ;2704203;LIMOEIRO DE ANADIA;1407500
2012;Alagoas ;2704302;MACEIO;164553835
2012;Alagoas ;2704401;MAJOR ISIDORO;1583000
2012;Alagoas ;2704906;MAR VERMELHO;167500
2012;Alagoas ;2704500;MARAGOGI;2847500
2012;Alagoas ;2704609;MARAVILHA;640000
2012;Alagoas ;2704708;MARECHAL DEODORO;7915500
2012;Alagoas ;2704807;MARIBONDO;3956500
2012;Alagoas ;2705002;MATA GRANDE;1185000
2012;Alagoas ;2705101;MATRIZ DE CAMARAGIBE;1915000
2012;Alagoas ;2705200;MESSIAS;2460000
2012;Alagoas ;2705309;MINADOR DO NEGRAO;309000
2012;Alagoas ;2705408;MONTEIROPOLIS;360000
2012;Alagoas ;2705507;MURICI;1413500
2012;Alagoas ;2705606;NOVO LINO;1420000
2012;Alagoas ;2705705;OLHO D AGUA DAS FLORES;3172500
2012;Alagoas ;2705804;OLHO D AGUA DO CASADO;760000
2012;Alagoas ;2706000;OLIVENCA;360000
2012;Alagoas ;2706109;OURO BRANCO;535000
